Mod:Item:MetaData, Localized Name
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Ivory Psimetal Sword Blade
tconstruct:sword_blade:0, Ebony Psimetal Sword Blade
tconstruct:sword_blade:0, Dark Matter Sword Blade
tconstruct:sword_blade:0, Red Matter Sword Blade
tconstruct:sword_blade:0, Fluxed Electrum Sword Blade
tconstruct:sword_blade:0, Refined Iron Sword Blade
tconstruct:sword_blade:0, Tungsten Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Chrome Sword Blade
tconstruct:sword_blade:0, Advanced Alloy Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Yellow Garnet Sword Blade
tconstruct:sword_blade:0, Red Garnet Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Starmetal Sword Blade
tconstruct:sword_blade:0, Livingwood Sword Blade
tconstruct:sword_blade:0, Livingrock Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Dawnstone Sword Blade
tconstruct:sword_blade:0, Thaumium Sword Blade
tconstruct:sword_blade:0, Void Metal Sword Blade
tconstruct:sword_blade:0, Infinity Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Osmiridium Sword Blade
tconstruct:sword_blade:0, Emeradic Sword Blade
tconstruct:sword_blade:0, Diamatine Sword Blade
tconstruct:sword_blade:0, Restonia Sword Blade
tconstruct:sword_blade:0, Osgloglas Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Alumite Sword Blade
tconstruct:sword_blade:0, Palis Sword Blade
tconstruct:sword_blade:0, Black Quartz Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Void Sword Blade
tconstruct:sword_blade:0, Enori Sword Blade
tconstruct:sword_blade:0, Livingwood Sword Blade
tconstruct:sword_blade:0, Mirion Sword Blade
tconstruct:sword_blade:0, Wyvern Sword Blade
tconstruct:sword_blade:0, Awakened Sword Blade
tconstruct:sword_blade:0, Chaotic Sword Blade
tconstruct:sword_blade:0, Emerald Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Treated Wood Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Adamantine Large Sword Blade
tconstruct:large_sword_blade:0, Antimony Large Sword Blade
tconstruct:large_sword_blade:0, Aquarium Large Sword Blade
tconstruct:large_sword_blade:0, Bismuth Large Sword Blade
tconstruct:large_sword_blade:0, Brass Large Sword Blade
tconstruct:large_sword_blade:0, Cold-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Cupronickel Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Mithril Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Pewter Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Star-Steel Large Sword Blade
tconstruct:large_sword_blade:0, Tin Large Sword Blade
tconstruct:large_sword_blade:0, Zinc Large Sword Blade
tconstruct:large_sword_blade:0, Prosperity Shard Large Sword Blade
tconstruct:large_sword_blade:0, Soulium Large Sword Blade
tconstruct:large_sword_blade:0, Base Essence Large Sword Blade
tconstruct:large_sword_blade:0, Inferium Large Sword Blade
tconstruct:large_sword_blade:0, Prudentium Large Sword Blade
tconstruct:large_sword_blade:0, Intermedium Large Sword Blade
tconstruct:large_sword_blade:0, Superium Large Sword Blade
tconstruct:large_sword_blade:0, Supremium Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Aluminum Large Sword Blade
tconstruct:large_sword_blade:0, Refined Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Refined Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Osmium Large Sword Blade
tconstruct:large_sword_blade:0, Gaia Spirit Large Sword Blade
tconstruct:large_sword_blade:0, Yellorium Large Sword Blade
tconstruct:large_sword_blade:0, Cyanite Large Sword Blade
tconstruct:large_sword_blade:0, Blutonium Large Sword Blade
tconstruct:large_sword_blade:0, Ludicrite Large Sword Blade
tconstruct:large_sword_blade:0, Quartz Enriched Iron Large Sword Blade
tconstruct:large_sword_blade:0, Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Psigem Large Sword Blade
tconstruct:large_sword_blade:0, Ivory Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Ebony Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Dark Matter Large Sword Blade
tconstruct:large_sword_blade:0, Red Matter Large Sword Blade
tconstruct:large_sword_blade:0, Fluxed Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Refined Iron Large Sword Blade
tconstruct:large_sword_blade:0, Tungsten Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Chrome Large Sword Blade
tconstruct:large_sword_blade:0, Advanced Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Yellow Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Red Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Rubber Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Starmetal Large Sword Blade
tconstruct:large_sword_blade:0, Livingwood Large Sword Blade
tconstruct:large_sword_blade:0, Livingrock Large Sword Blade
tconstruct:large_sword_blade:0, Manasteel Large Sword Blade
tconstruct:large_sword_blade:0, Elementium Large Sword Blade
tconstruct:large_sword_blade:0, Terrasteel Large Sword Blade
tconstruct:large_sword_blade:0, Dawnstone Large Sword Blade
tconstruct:large_sword_blade:0, Thaumium Large Sword Blade
tconstruct:large_sword_blade:0, Void Metal Large Sword Blade
tconstruct:large_sword_blade:0, Infinity Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Osmiridium Large Sword Blade
tconstruct:large_sword_blade:0, Emeradic Large Sword Blade
tconstruct:large_sword_blade:0, Diamatine Large Sword Blade
tconstruct:large_sword_blade:0, Restonia Large Sword Blade
tconstruct:large_sword_blade:0, Osgloglas Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Alumite Large Sword Blade
tconstruct:large_sword_blade:0, Palis Large Sword Blade
tconstruct:large_sword_blade:0, Black Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Void Large Sword Blade
tconstruct:large_sword_blade:0, Enori Large Sword Blade
tconstruct:large_sword_blade:0, Livingwood Large Sword Blade
tconstruct:large_sword_blade:0, Mirion Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Large Sword Blade
tconstruct:large_sword_blade:0, Emerald Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Fake-Iron Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Treated Wood Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Adamantine Hammer Head
tconstruct:hammer_head:0, Antimony Hammer Head
tconstruct:hammer_head:0, Aquarium Hammer Head
tconstruct:hammer_head:0, Bismuth Hammer Head
tconstruct:hammer_head:0, Brass Hammer Head
tconstruct:hammer_head:0, Cold-Iron Hammer Head
tconstruct:hammer_head:0, Cupronickel Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Mithril Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Pewter Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Star-Steel Hammer Head
tconstruct:hammer_head:0, Tin Hammer Head
tconstruct:hammer_head:0, Zinc Hammer Head
tconstruct:hammer_head:0, Prosperity Shard Hammer Head
tconstruct:hammer_head:0, Soulium Hammer Head
tconstruct:hammer_head:0, Base Essence Hammer Head
tconstruct:hammer_head:0, Inferium Hammer Head
tconstruct:hammer_head:0, Prudentium Hammer Head
tconstruct:hammer_head:0, Intermedium Hammer Head
tconstruct:hammer_head:0, Superium Hammer Head
tconstruct:hammer_head:0, Supremium Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Aluminum Hammer Head
tconstruct:hammer_head:0, Refined Obsidian Hammer Head
tconstruct:hammer_head:0, Refined Glowstone Hammer Head
tconstruct:hammer_head:0, Osmium Hammer Head
tconstruct:hammer_head:0, Gaia Spirit Hammer Head
tconstruct:hammer_head:0, Yellorium Hammer Head
tconstruct:hammer_head:0, Cyanite Hammer Head
tconstruct:hammer_head:0, Blutonium Hammer Head
tconstruct:hammer_head:0, Ludicrite Hammer Head
tconstruct:hammer_head:0, Quartz Enriched Iron Hammer Head
tconstruct:hammer_head:0, Draconium Hammer Head
tconstruct:hammer_head:0, Wyvern Draconium Hammer Head
tconstruct:hammer_head:0, Awakened Draconium Hammer Head
tconstruct:hammer_head:0, Chaotic Draconium Hammer Head
tconstruct:hammer_head:0, Psimetal Hammer Head
tconstruct:hammer_head:0, Psigem Hammer Head
tconstruct:hammer_head:0, Ivory Psimetal Hammer Head
tconstruct:hammer_head:0, Ebony Psimetal Hammer Head
tconstruct:hammer_head:0, Dark Matter Hammer Head
tconstruct:hammer_head:0, Red Matter Hammer Head
tconstruct:hammer_head:0, Fluxed Electrum Hammer Head
tconstruct:hammer_head:0, Refined Iron Hammer Head
tconstruct:hammer_head:0, Tungsten Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Chrome Hammer Head
tconstruct:hammer_head:0, Advanced Alloy Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Yellow Garnet Hammer Head
tconstruct:hammer_head:0, Red Garnet Hammer Head
tconstruct:hammer_head:0, Rubber Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Starmetal Hammer Head
tconstruct:hammer_head:0, Livingwood Hammer Head
tconstruct:hammer_head:0, Livingrock Hammer Head
tconstruct:hammer_head:0, Manasteel Hammer Head
tconstruct:hammer_head:0, Elementium Hammer Head
tconstruct:hammer_head:0, Terrasteel Hammer Head
tconstruct:hammer_head:0, Dawnstone Hammer Head
tconstruct:hammer_head:0, Thaumium Hammer Head
tconstruct:hammer_head:0, Void Metal Hammer Head
tconstruct:hammer_head:0, Infinity Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Osmiridium Hammer Head
tconstruct:hammer_head:0, Emeradic Hammer Head
tconstruct:hammer_head:0, Diamatine Hammer Head
tconstruct:hammer_head:0, Restonia Hammer Head
tconstruct:hammer_head:0, Osgloglas Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Alumite Hammer Head
tconstruct:hammer_head:0, Palis Hammer Head
tconstruct:hammer_head:0, Black Quartz Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Void Hammer Head
tconstruct:hammer_head:0, Enori Hammer Head
tconstruct:hammer_head:0, Livingwood Hammer Head
tconstruct:hammer_head:0, Mirion Hammer Head
tconstruct:hammer_head:0, Wyvern Hammer Head
tconstruct:hammer_head:0, Awakened Hammer Head
tconstruct:hammer_head:0, Chaotic Hammer Head
tconstruct:hammer_head:0, Emerald Hammer Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Treated Wood Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Adamantine Excavator Head
tconstruct:excavator_head:0, Antimony Excavator Head
tconstruct:excavator_head:0, Aquarium Excavator Head
tconstruct:excavator_head:0, Bismuth Excavator Head
tconstruct:excavator_head:0, Brass Excavator Head
tconstruct:excavator_head:0, Cold-Iron Excavator Head
tconstruct:excavator_head:0, Cupronickel Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Mithril Excavator Head
tconstruct:excavator_head:0, Nickel Excavator Head
tconstruct:excavator_head:0, Pewter Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Star-Steel Excavator Head
tconstruct:excavator_head:0, Tin Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Prosperity Shard Excavator Head
tconstruct:excavator_head:0, Soulium Excavator Head
tconstruct:excavator_head:0, Base Essence Excavator Head
tconstruct:excavator_head:0, Inferium Excavator Head
tconstruct:excavator_head:0, Prudentium Excavator Head
tconstruct:excavator_head:0, Intermedium Excavator Head
tconstruct:excavator_head:0, Superium Excavator Head
tconstruct:excavator_head:0, Supremium Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Aluminum Excavator Head
tconstruct:excavator_head:0, Refined Obsidian Excavator Head
tconstruct:excavator_head:0, Refined Glowstone Excavator Head
tconstruct:excavator_head:0, Osmium Excavator Head
tconstruct:excavator_head:0, Gaia Spirit Excavator Head
tconstruct:excavator_head:0, Yellorium Excavator Head
tconstruct:excavator_head:0, Cyanite Excavator Head
tconstruct:excavator_head:0, Blutonium Excavator Head
tconstruct:excavator_head:0, Ludicrite Excavator Head
tconstruct:excavator_head:0, Quartz Enriched Iron Excavator Head
